136685269,27184193
137090293,26767155
136765629,26934425
Matrix SIZE completed:2700

153203445,172166307
152336487,85308338
152554907,57942783
151810209,44633444
151800370,37513879
152400808,30785941
151620262,32480562
151542074,30602970
151701224,30193000
151615883,30280349
152160569,29903546
151591787,29649417
Matrix SIZE completed:2800

168142447,188855838
168230132,94423684
168296877,64469298
168192575,49702572
167555051,40852289
167591967,34145955
167705233,34154332
167901326,33960006
168851006,33864845
168933446,33393762
170245690,33120329
170698001,33034533
Matrix SIZE completed:2900

189081300,211545118
187690941,105254989
188592779,72097560
189156620,55104495
188444747,45113099
188168767,39298080
188783964,37562795
188778122,37579843
188996931,37298952
188341103,37045535
188475382,36649354
188614409,36456296
Matrix SIZE completed:3000

206455686,232378795
206975744,115945047
207436117,78779793
207713140,64866196
206387396,49759807
207712379,42655996
206877577,41732825
207172030,41489640
206434455,41005931
207340185,40890184
206442783,40667430
206992539,40329527
Matrix SIZE completed:3100

228052031,255148500
228974151,128596525
228564648,86716994
228848576,66762513
228267918,54773728
229550279,45892176
227609953,45726006
228613302,45446879
229418647,45081110
228456971,44897428
229347642,44466945
227123598,45980624
Matrix SIZE completed:3200

252971247,279222138
250405656,141162639
250914373,96288427
250051266,73159798
250627192,60130438
250278225,50116612
249422837,50164125
250578001,49759367
250633551,49479173
251321003,49114806
250514135,48842564
251213079,49057816
Matrix SIZE completed:3300

273196747,306753257
274108890,154193226
275142957,104488584
274010876,80074940
274503368,65705014
273822712,55044968
273837849,54586224
273476817,54516724
275454280,53991331
273089468,53680443
273586126,53476388
274735089,52865658
Matrix SIZE completed:3400

298887106,338126554
301668283,167111245
299566654,113566884
301036283,87407171
299368644,71741339
301312833,59913251
298022410,59643502
297499131,59131554
298922280,59334530
298251555,58631800
298305271,69691310
297636564,57788673
Matrix SIZE completed:3500

325100257,365937611
326233731,181747293
325414666,123358057
324283759,94964421
322118070,77922847
322573877,65032508
321998161,65235619
321635698,64846235
322876533,64076955
321784023,63946776
322749771,63300167
321860868,63010130
Matrix SIZE completed:3600

348511371,397084836
350883388,197095115
354111744,134896946
350661562,102839729
354457847,84655254
353297190,70920569
354610777,70889202
354797979,70153543
351995961,69372131
355282321,69126467
353939534,69322236
353656201,68033209
Matrix SIZE completed:3700

381691025,429626645
383853019,214220800
383763533,145277591
380457311,111544703
380862011,91562496
380686538,76659106
380861130,76301443
383136112,76131016
380362837,75668632
383212177,75031750
379440617,75032688
379463659,73908486
Matrix SIZE completed:3800

412186437,462418584
411900656,230512777
411977349,156229923
412592033,120849994
413311737,99052025
407547768,82779850
407909357,82738901
407221797,82185302
412581769,83563393
415149860,86440123
414758475,81676995
412429282,80174420
Matrix SIZE completed:3900

444924015,499539902
445835627,248635194
445541729,169163615
445639698,130363502
445818827,106933029
445985634,89376461
445076618,89347417
446711654,90112149
448190570,88186440
446638052,87401958
447459014,104296150
448190096,86050687
Matrix SIZE completed:4000

476575330,539931762
481141483,270752003
482527982,182682902
478299789,139888751
480433236,115196881
477026601,96196896
478885278,95574621
479069119,95379393
479497376,95288844
479546272,93913868
477669812,93170027
477947009,92806054
Matrix SIZE completed:4100

512725943,581522049
515888892,289888272
515945044,195632773
517904478,150657770
518332830,123819289
516454993,103467546
516751835,103301661
515312247,102764451
514517049,101456217
518257024,100855071
518252416,100221856
514488798,99980721
Matrix SIZE completed:4200

552466904,624126823
553457896,312094956
553574008,212634673
552622907,162094428
556165978,132704716
556744725,111455497
556198530,111135804
553937938,109523957
550483943,109195288
551973396,109179732
549952299,107717284
550199726,106773600
Matrix SIZE completed:4300

589944992,662893449
589903543,331967875
593484797,225007809
590965874,172912586
589347221,142616440
588376725,119090570
592421415,118221529
592109257,117883820
591992151,116691556
591771121,116503078
590476829,116242797
590077429,114532560
Matrix SIZE completed:4400

630612619,712352626
630934327,355308727
631293853,241093600
630695329,185557318
630366197,152285176
631630318,127075292
632406365,126484968
630545955,126332035
631298547,125488325
632138856,124126911
632171934,124288198
634878189,122568376
Matrix SIZE completed:4500

676867937,762033771
727004087,459159301
704863442,257405770
677757269,197796296
680442200,162724462
700377651,140174851
706774214,135521204
677295579,135140788
701339428,174985979
679548260,132770827
677682859,131818251
676210357,130663524
Matrix SIZE completed:4600

715559491,807919931
719873302,405891383
719138222,275065144
717266509,211628083
720071827,173493084
717300907,144966829
720880277,144513975
723201159,171757846
732328110,214610475
727265102,141201963
720242687,165408901
731721546,139659857
Matrix SIZE completed:4700

