100,0.00056359,7.904e-06,6.912e-06
200,0.0030339,2.7808e-05,2.576e-05
300,0.009331,6e-05,5.5584e-05
400,0.024357,0.00010502,0.00010173
500,0.042338,0.00016205,0.00015808
600,0.071603,0.00023517,0.00022179
700,0.12092,0.00041053,0.00029702
800,0.16648,0.00054023,0.00047363
900,0.23673,0.00077744,0.00062659
1000,0.32416,0.00099565,0.00074259
1100,0.43154,0.0011846,0.00094093
1200,0.55961,0.0014344,0.0011177
1300,0.71486,0.0017232,0.0013104
1400,0.8926,0.0020322,0.0013382
1500,1.09973,0.0019296,0.001513
1600,1.32808,0.0027487,0.0016919
1700,1.627,0.0031232,0.0018848
1800,1.90483,0.0034985,0.0020859
1900,2.26279,0.0039111,0.0022856
2000,2.60255,0.0043555,0.0025183
2100,3.094,0.0047837,0.00277
2200,3.49414,0.0041207,0.0030103
2300,4.09002,0.0058323,0.0033016
2400,4.53415,0.0063412,0.0035659
2500,5.27521,0.0064582,0.003868
2600,5.81777,0.0070856,0.0041718
2700,6.60698,0.0079745,0.0044688
2800,7.24809,0.0078134,0.0051265
2900,8.27007,0.0092244,0.0051663
3000,8.93851,0.0098757,0.0055233
3100,10.041,0.008172,0.0061644
3200,10.8419,0.011166,0.0062593
3300,12.1907,0.01184,0.0066344
3400,13.0443,0.012727,0.0074293
3500,14.6164,0.013196,0.0074627
3600,15.3756,0.010271,0.0078992
3700,17.0903,0.014679,0.0083278
3800,18.0731,0.015674,0.0087942
3900,19.9862,0.016498,0.0092606
4000,21.0374,0.01741,0.0097388
4100,23.1287,0.014195,0.010229
4200,24.4236,0.01904,0.010731
4300,26.668,0.016321,0.011252
4400,27.9912,0.018896,0.011766
4500,30.8398,0.020408,0.012308
4600,32.1968,0.02276,0.012857
4700,35.121,0.023834,0.013435
