100,0.0001801,7.84e-06,6.976e-06
200,0.00081562,2.7744e-05,2.5856e-05
300,0.0022827,6.0544e-05,5.5648e-05
400,0.0051691,0.0001055,9.7759e-05
500,0.0086354,0.00016429,0.00015149
600,0.01507,0.00023696,0.00022022
700,0.025317,0.00032755,0.00029821
800,0.035553,0.00043882,0.00043642
900,0.055633,0.00056029,0.00052323
1000,0.070211,0.00067993,0.00064598
1100,0.096528,0.00079203,0.00076941
1200,0.12254,0.00097683,0.00092915
1300,0.16229,0.0011056,0.0010678
1400,0.18846,0.0012984,0.001275
1500,0.23837,0.001483,0.0014055
1600,0.2757,0.0016768,0.0015934
1700,0.35645,0.0018918,0.0017856
1800,0.41973,0.0021219,0.0020133
1900,0.47962,0.0023614,0.0022274
2000,0.54652,0.0026279,0.0024735
2100,0.65819,0.0028865,0.0027187
2200,0.75446,0.0031699,0.0030329
2300,0.84677,0.0034994,0.0032436
2400,0.90672,0.0038316,0.0035346
2500,1.10184,0.0042017,0.0039091
2600,1.24626,0.0045115,0.0041327
2700,1.40682,0.004771,0.0044753
2800,1.48581,0.0051955,0.0047992
2900,1.80012,0.0055704,0.0052207
3000,1.88367,0.0059563,0.0054938
3100,2.12592,0.0063474,0.0058779
3200,2.15405,0.0069268,0.0063584
3300,2.52581,0.0071207,0.0066862
3400,2.83467,0.083214,0.0075876
3500,3.03485,1.46154,0.18175
3600,3.21047,1.9826,0.17345
3700,3.517,0.28641,0.21539
3800,3.78232,1.5205,0.0088744
3900,4.30905,0.0099199,0.0092521
4000,4.27138,0.010586,0.0097387
4100,4.85108,0.011041,0.010211
4200,5.07888,0.011602,0.010708
4300,5.57859,0.012031,0.011287
4400,5.81098,0.012966,0.011784
4500,6.59863,0.013266,0.012789
4600,6.73243,0.013859,0.012932
4700,7.492,0.016086,0.013449
