100,0.0012384,7.968e-06,6.88e-06
200,0.0062808,2.7744e-05,2.5728e-05
300,0.019002,6.0128e-05,5.92e-05
400,0.043713,0.00010429,0.00010083
500,0.084037,0.00016237,0.00015498
600,0.14862,0.00023507,0.0002265
700,0.24299,0.00042342,0.00029734
800,0.33946,0.00054109,0.00046867
900,0.48552,0.00077872,0.00062557
1000,0.66284,0.00097347,0.00073686
1100,0.87831,0.0011985,0.00084742
1200,1.13955,0.0014555,0.00099987
1300,1.448,0.0017251,0.0011708
1400,1.80994,0.0020402,0.0015066
1500,2.2252,0.0024883,0.001502
1600,2.69286,0.0027308,0.0016525
1700,3.26338,0.0028873,0.0018729
1800,3.86316,0.0034811,0.0020718
1900,4.53661,0.0039469,0.0022784
2000,5.27546,0.0043224,0.0025158
2100,6.12013,0.0047732,0.0027198
2200,7.02509,0.0045924,0.0030018
2300,8.03461,0.0057928,0.0032859
2400,9.09472,0.0063122,0.0035679
2500,10.3719,0.0068022,0.0038519
2600,11.633,0.0073725,0.0043157
2700,13.0061,0.0080207,0.0044502
2800,14.5084,0.0085492,0.0048237
2900,16.1186,0.0071884,0.0051582
3000,17.8207,0.0098228,0.0054952
3100,19.6672,0.010391,0.0058901
3200,21.5894,0.011158,0.006243
3300,23.8258,0.0096301,0.0066409
3400,26.0168,0.012444,0.0073036
3500,28.384,0.013318,0.0074623
3600,30.7789,0.013829,0.008199
3700,33.4194,0.014905,0.0083392
3800,36.1487,0.014034,0.008806
3900,39.1408,0.014375,0.0096439
4000,42.1255,0.01727,0.0097306
4100,45.543,0.017155,0.010223
4200,48.9103,0.015312,0.010731
4300,52.464,0.019749,0.011265
4400,56.1412,0.020868,0.011778
4500,60.1717,0.021903,0.012324
4600,64.1961,0.022588,0.012878
4700,68.5195,0.02329,0.013432
