100,0.019343,7.808e-06,6.912e-06
200,0.036476,2.7904e-05,2.5632e-05
300,0.054888,5.9904e-05,5.5681e-05
400,0.075194,0.00010467,9.7504e-05
500,0.12585,0.00016208,0.00015123
600,0.36093,0.00023491,0.00021946
700,0.63742,0.00031846,0.00029709
800,0.93939,0.00041645,0.00041587
900,1.24072,0.00052726,0.00051766
1000,1.83701,0.00064765,0.00062768
1100,2.37489,0.00078438,0.00078432
1200,3.14963,0.00093264,0.00091817
1300,4.03833,0.0010953,0.0010904
1400,4.99726,0.0013104,0.0012703
1500,6.117,0.0015027,0.0014111
1600,7.51564,0.0016604,0.0015978
1700,8.7834,0.0018765,0.0017994
1800,10.7247,0.002105,0.0020127
1900,12.5278,0.0023751,0.0022341
2000,14.4997,0.0025903,0.0024998
2100,16.6829,0.0028594,0.0027181
2200,19.4185,0.0031471,0.0029787
2300,22.3901,0.0034254,0.0032583
2400,25.2675,0.0037601,0.0035339
2500,28.4743,0.0040489,0.0038649
2600,32.0155,0.0043935,0.0043212
2700,35.8834,0.0048934,0.0044567
2800,39.9621,0.015082,0.0051463
2900,44.6444,0.016935,0.0051376
3000,49.1828,0.0098414,0.0057179
3100,53.9834,0.010403,0.0058677
3200,59.5097,0.011177,0.0062592
3300,65.2576,0.011754,0.006651
3400,71.6414,0.012603,0.0070553
3500,77.5589,0.01321,0.0074774
3600,84.5633,0.013878,0.0078882
3700,92.0492,0.011528,0.0083332
3800,99.1894,0.014674,0.0087854
3900,107.668,0.016393,0.0092557
4000,115.787,0.01392,0.0097345
4100,124.427,0.014742,0.010238
4200,134.117,0.015022,0.01074
4300,144.092,0.017724,0.011244
4400,154.277,0.020741,0.011767
4500,164.842,0.021638,0.012308
4600,175.981,0.022741,0.012884
4700,188.093,0.016212,0.013452
