100,0.00039751,8e-06,6.88e-06
200,0.0020478,2.8e-05,2.5792e-05
300,0.0062851,6.016e-05,5.7888e-05
400,0.01395,0.00010506,0.00010035
500,0.027197,0.00016259,0.00015392
600,0.045902,0.00023536,0.00021971
700,0.072807,0.00040733,0.00030048
800,0.10102,0.0005441,0.0005281
900,0.15711,0.00077718,0.00064989
1000,0.1967,0.00099149,0.0007335
1100,0.26566,0.0011238,0.00093235
1200,0.33751,0.0014284,0.0011214
1300,0.45485,0.0016519,0.0013165
1400,0.56531,0.002023,0.0015044
1500,0.717,0.0023628,0.0017175
1600,0.76365,0.0027416,0.0018358
1700,1.07743,0.0031727,0.0018838
1800,1.28202,0.0034709,0.0020711
1900,1.54402,0.0039052,0.0025679
2000,1.70885,0.0043577,0.0025365
2100,2.09103,0.0045693,0.0027888
2200,2.37752,0.0052253,0.0030408
2300,2.77744,0.0058005,0.0033107
2400,2.79787,0.0063196,0.0035814
2500,3.61132,0.0057162,0.0038762
2600,3.99385,0.0073976,0.0041636
2700,4.55322,0.0079415,0.0044998
2800,4.93462,0.0086213,0.0048265
2900,5.6573,0.0086555,0.0051534
3000,6.19809,0.0091756,0.005528
3100,6.86664,0.010471,0.0058938
3200,6.88945,0.01115,0.0062726
3300,8.36197,0.0097264,0.0066487
3400,9.05313,0.012539,0.0074346
3500,9.95916,0.013139,0.0074823
3600,10.4904,0.013151,0.0079095
3700,11.713,0.014979,0.0083445
3800,12.5819,0.012196,0.0088002
3900,13.6971,0.016375,0.0092658
4000,13.6861,0.017288,0.0097463
4100,15.8991,0.017161,0.010219
4200,17.003,0.018982,0.010738
4300,18.329,0.019715,0.011273
4400,19.0885,0.02067,0.012213
4500,21.1118,0.020488,0.012317
4600,22.3369,0.018465,0.012863
4700,23.9952,0.023552,0.013417
