100,0.042268,7.936e-06,6.976e-06
200,0.0793,2.7968e-05,2.5696e-05
300,0.11528,5.9648e-05,5.9072e-05
400,0.15499,0.00010461,0.00010112
500,0.20412,0.00016186,0.0001513
600,0.28266,0.00023517,0.00021933
700,0.57989,0.00041181,0.00030019
800,1.00414,0.00054147,0.00041104
900,1.52619,0.00077977,0.00062464
1000,2.1107,0.00097945,0.0006799
1100,2.83716,0.0011758,0.00084461
1200,3.70274,0.0014498,0.00092112
1300,4.75268,0.0015862,0.0011286
1400,5.96109,0.0021043,0.001227
1500,7.41637,0.0023267,0.0014852
1600,8.42067,0.0027717,0.0015984
1700,10.3888,0.003139,0.0018088
1800,12.4174,0.0030791,0.0020177
1900,14.7006,0.003177,0.0022377
2000,17.1102,0.0043295,0.0024738
2100,19.7524,0.0038962,0.0027202
2200,22.4338,0.005297,0.003091
2300,25.8591,0.0046682,0.0032557
2400,29.554,0.0063116,0.0035267
2500,33.2937,0.0068186,0.0039871
2600,36.8572,0.0054226,0.0041398
2700,41.7815,0.0079696,0.0044558
2800,46.796,0.006423,0.0047867
2900,52.8259,0.009259,0.0051316
3000,56.9878,0.0081662,0.0054891
3100,63.2269,0.010558,0.0058543
3200,69.7917,0.011154,0.0062407
3300,75.5734,0.011897,0.0069121
3400,83.3545,0.012511,0.0070437
3500,91.2177,0.013207,0.0077185
3600,98.3865,0.014026,0.0078775
3700,107.007,0.0090307,0.0083722
3800,116.08,0.0094381,0.0088608
3900,124.869,0.010199,0.0093187
4000,135.097,0.010523,0.0097722
4100,146.838,0.090788,0.010982
4200,156.47,0.44385,0.09803
4300,168.75,0.20182,0.12118
4400,179.375,0.47906,0.37449
4500,192.844,0.28657,0.012366
4600,206.398,0.013999,0.012918
4700,219.519,0.7528,0.014575
